,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,17483.677859447263,10475.078,29008.702688720383,29008.702688720383,1.541156262381133e+17
REBF,0.09000396438957628,21601.40499997139,7.1419582531003036e-06,0.05128253960450442,0.0007120827578290832
Meta,0.1302035518568423,268.9162849,2.6647898249217824e-07,2.6259536178249676e-07,2.4501346192284067e-12
