,$\overline{DC_{4}}$,"('$DC_{4}$', 'IEEE33', 'PM')","('$DC_{4}$', 'IEEE69', 'PM')","('$DC_{4}$', 'SA', 'PM')","('$DC_{4}$', 'CA141', 'PM')"
0,0.5396597092029537,0.8356376264227692,0.8765796542945083,0.8765796290655071,0.761056664490129
1,0.4042562207398794,0.6067307297355107,0.6392160634365709,0.669197323844819,0.5750159934011865
2,0.3493438027459763,0.4925230128147347,0.5104023500949314,0.5376205087061552,0.474042645058917
3,0.32430030748581096,0.4410419686564035,0.4537571642205804,0.4671426984425947,0.4273817592055132
4,0.3079164239397714,0.400607958993054,0.407335958996391,0.4112289077430955,0.3920974568636386
5,0.30667071806035906,0.3977029182025911,0.4129557700423629,0.4723194304191546,0.3830810294984452
6,0.34359940438383957,0.5465188969620197,0.5795202508186706,0.6467012005469223,0.5151285707329007
7,0.43846740118718397,0.7204742350392679,0.7625075622475633,0.8468973097083068,0.6769337459688403
8,0.5681793643509507,0.8743953367800956,0.9252193909543405,1.034567790149408,0.8230277728614341
9,0.7079658608249044,1.04358670633514,1.157955676648325,1.244606065953572,0.9572374400617654
10,0.8240560372597568,1.130518230753915,1.228752198800857,1.285881886826937,1.054082737130372
11,0.9032528071005832,1.206098876033105,1.275816485718637,1.285881924351039,1.141296684583283
12,0.9809382589946071,1.285881979875904,1.285881979875904,1.285881973192985,1.20983216859413
13,1.0128615200963813,1.285881979875904,1.285881979875904,1.285881978638702,1.23703380433414
14,0.9706472943487884,1.256730007831651,1.285881979875904,1.285881964217873,1.19363556665556
15,0.9204364332087898,1.200857238500061,1.285881979875904,1.285881942812984,1.129055378745327
16,0.9086892825930054,1.180678656453369,1.240132870644565,1.285881880017758,1.121508954100129
17,0.9239738595463769,1.205604006282913,1.277123390581679,1.28588190814585,1.150623937726143
18,0.9779875553541522,1.230805667238292,1.285881979875904,1.285881951835756,1.172232100337651
19,1.1259129644159191,1.285881979875904,1.285881979875904,1.285881979875904,1.285881979875904
20,1.221602062922128,1.285881979875904,1.285881979875904,1.285881979875904,1.285881979875904
21,1.1928026004987904,1.285881979875904,1.285881979875904,1.285881979875904,0.7998882048647875
22,1.0638585583980213,1.285881979875904,1.285881979875904,1.285881979875904,1.280598390492228
23,0.8104325777872942,1.12920330047256,1.212310557685376,1.223641282279418,1.044580641625272
