,dv,dph,dpg,dqg,dpl,dql
PM,2.5994775090392926e-16,9.872250622454103e-18,6.547879878297318e-14,1.8022989744375158e-14,2.5548201106899487e-16,1.1386172312220842e-16
RM,3.2716495056585887e-16,1.2057420863464505e-18,6.801300694026054e-14,3.9306435418468234e-14,3.20568631027078e-16,1.4250375466676397e-16
RRM,1.2091212615136437e-18,1.3355553103229755e-19,5.230003520345391e-17,2.893405405920167e-17,8.148535347820889e-19,4.0931405736363823e-19
PBIM,2.5994501867446206e-16,9.871816220833243e-18,6.547930375724149e-14,1.8022796018349848e-14,2.5550226025319817e-16,1.138529857077755e-16
RBIM,3.271632987522841e-16,1.2056237507100922e-18,6.801368921564377e-14,3.930639465943265e-14,3.2061368825447187e-16,1.424986980764699e-16
RRBIM,7.851142881487739e-14,1.8475966695548254e-15,2.0909983156419368e-11,6.921026225631655e-12,2.0916779574083064e-11,6.925884995461772e-12
BF,8.600855942648141e-13,0.06923761353212603,7.400266271941698e-12,7.481018148376386e-12,1.4573130220620128e-13,7.275284909038966e-14
RERCM,4.982623935385117e-12,2.553734479381814e-14,6.472422643635932e-10,2.8266106783795093e-10,4.31649672676667e-10,2.0743716213909209e-10
RERRM,1.9130022108782452e-10,0.06923731698992211,2.2302170717164865e-08,1.3827632674818637e-08,1.4494265056911967e-08,1.0511877763982117e-08
RERCBIM,3.307593216159885e-11,6.996771805136651e-13,6.468893767199148e-09,1.1412576916482518e-09,2.9791107107805852e-09,1.141922521508173e-09
RERRBIM,1.3349764980933522e-11,1.8156614410340428e-13,2.3234491327976108e-09,5.222278362922043e-10,1.2171713406996252e-09,5.22493383477273e-10
REBF,5.359954216705803e-12,0.06923761093152637,1.7869982216545938e-13,1.0889836329927197e-13,1.367811366277449e-13,1.4634300597546694e-13
MAT,0.0,0.0,0.0,0.0,0.0,0.0
