,dv,dph,dpg,dqg,dpl,dql
PM,5.721788911533726e-14,7.341817856699444e-16,1.0630919281579389e-09,6.379222635625459e-10,1.273956674849751e-14,4.080782609943624e-15
RM,4.264388992172914e-15,5.109206124040593e-16,4.7800840080898864e-11,1.9254067235106935e-14,1.3072389248757092e-15,2.4982666477559123e-16
RRM,8.988025069016338e-17,4.635240752446522e-16,2.319152335388224e-13,2.977425773163582e-12,2.3172076940373126e-13,2.9748982121939993e-12
PBIM,5.721653667291134e-14,7.34241612936923e-16,1.0630918649053778e-09,6.379266340765814e-10,1.2739661632625254e-14,4.084482949142957e-15
RBIM,4.264749926393932e-15,5.109034813654176e-16,4.7800632708621586e-11,1.9276491737244564e-14,1.305174611641673e-15,2.465939688532411e-16
RRBIM,4.376055170346168e-14,4.262466574426543e-17,1.2357609496077563e-08,6.907115151289443e-08,1.2357841825680768e-08,6.907122066904025e-08
BF,7.388780381972115e-10,0.2100914937166652,6.451173969305791e-10,3.344112025598966e-11,4.713432241222856e-12,8.890543338000637e-13
RERCM,2.4124256043392486e-08,0.21008704225051802,0.0016231625926981662,0.02303639247544894,0.00014035997553810082,0.00014403475633538521
RERRM,4.038820921814659e-07,3.1469820724361e-08,0.00031194556309248214,0.0008686104058881071,3.419553491620434e-05,9.370146366160952e-05
RERCBIM,1.568424946073064e-08,4.8700005734249255e-11,1.3609616309406346e-05,3.3464099338258895e-05,8.922045515264067e-06,3.1992529693143895e-05
RERRBIM,1.7284357339847203e-08,5.92932437433988e-10,1.4016837262413433e-05,6.927759643841281e-05,3.036375591382548,9.960742419840845
REBF,4.155722963459969e-10,0.21009144785326594,1.4414274030466142e-12,2.870166284945041e-13,5.404775427138003e-13,1.2464749748702603e-13
MAT,0.0,0.0,0.0,0.0,0.0,0.0
