,$P_{loss}$,$\Sigma p(I_{pv})$,$1/\Sigma p(DC)$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,4.424929796723873,0.08358059153070647,0.008845317234590068,8.547,7.131656385734458e-07,7.131666362441419e-07,1.422068020921653e-14
REBF,4.629945891547598,0.08565870310045315,0.008594176206001135,7.285000085830688,2.8364822765280292e-05,3.817727102204717e-05,2.6888475561346428e-11
Meta,3.7154148004212324,1.379714795497721,0.009547257443013095,153.005779,7.4217568687973134e-09,7.407326252373281e-09,4.1167196522562273e-16
