,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,2.158794271595312,21601.516,3.877676500049451e-08,3.877401001231717e-08,7.011449024448456e-11
REBF,3.1286646242591374,100.1370000839233,2.850319088284851e-10,5.880099166626074e-06,5.25087548530047e-13
Meta,3.6229197188910494,151.9554931,1.1046409565933376e-07,1.1119375407161121e-07,6.762023084913658e-12
