,dv,dph,dpg,dqg,dpl,dql
PM,0.0,0.0,0.0,0.0,0.0,0.0
RM,6.486190578824534e-11,1.9018235321784388e-11,7.010314236600477e-14,1.7417134260016848e-14,7.010935624457917e-14,1.7427247287486856e-14
RRM,4.267336257866193e-08,1.2591015316578372e-08,4.3737213773308333e-10,8.267128880200867e-11,4.3737047168321875e-10,8.267083375582214e-11
PBIM,6.487936083244585e-11,1.9023687131479607e-11,6.904391363087411e-14,1.7206606511339616e-14,6.902850854038018e-14,1.72096739237222e-14
RBIM,6.486950956515312e-11,1.902062095103264e-11,6.961786387173665e-14,1.7319340027291095e-14,6.96066108215555e-14,1.730460268303796e-14
RRBIM,1.847596636994771e-09,5.102674717622668e-10,2.8871768120000244e-11,5.295467900857581e-12,2.887188134114372e-11,5.295724044735832e-12
BF,1.3169658034164752e-13,0.015315291490737579,1.2102374574093373e-14,2.2829479295823527e-15,1.4410894185058165e-14,3.2601497449061094e-12
RERCM,1.1564077562525063e-07,1.7370083170425e-08,4.748587968811074e-05,0.00023653856286876338,0.0003726458428926917,0.00922038543656852
RERRM,1.385279429994787e-06,7.365154819529882e-05,0.012140317895115953,0.0024673810164791902,0.01275255217728736,0.0024673810138407877
RERCBIM,0.0008331568768741224,0.00013048160777260755,2.1278051862430375e-05,0.0012703912500795767,4.1577423615165706e-08,0.004684514656095582
RERRBIM,7.12135707598784e-06,6.196150807403773e-07,0.0035671377062558595,0.00464648823921148,0.000987719038399477,0.038858282551022486
REBF,1.3690342591528716e-11,0.015315090848123724,7.664399767149289e-15,1.9656127404627635e-15,7.649228163554883e-15,1.961344294837697e-15
Meta-GA,4.500317366307769e-08,1.3220096936558931e-08,3.4870523270586575e-10,8.619093054845295e-11,3.384183465126772e-10,8.613174087834118e-11
Meta-GWO,1.3112110367147561e-05,2.743300556443884e-06,3.308587767464779e-06,5.894122381766923e-07,3.1827921558966766e-06,5.894070126719522e-07
Meta-PSO,4.49866204477898e-08,1.321696475347139e-08,3.3604887388113074e-10,8.353445872906658e-11,3.357650467107081e-10,8.347686563155971e-11
Meta-WOA,3.1586067789444184e-06,6.680424510721144e-07,2.946268535074613e-07,5.593780605927657e-08,2.946066331874132e-07,5.593630343284863e-08
