,$x$,F,I/S,Gap,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
\multirow{5}{*}{IEEE33},$P_{loss}$,REBF,G,$4.19e-01$,$\cellcolor{green}2.79e+00$,$2.16e+04$,$1.9e-08$,$1.01e-06$,$1.16e-09$
,$t[s]$,Meta,GWO_PAR,*,$3.76e+00$,$\cellcolor{green}1.85e+02$,$4.53e-08$,$4.52e-08$,$1.43e-12$
,Inf1,REBF,G,$4.19e-01$,$2.79e+00$,$2.16e+04$,$\cellcolor{green}1.9e-08$,$1.01e-06$,$1.16e-09$
,Inf2,Meta,GWO_PAR,*,$3.76e+00$,$1.85e+02$,$4.53e-08$,$\cellcolor{green}4.52e-08$,$1.43e-12$
,$\Pi |x|$,Meta,GWO_PAR,*,$3.76e+00$,$1.85e+02$,$4.53e-08$,$4.52e-08$,$\cellcolor{green}1.43e-12$
