,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,32911.42995491455,16732.906,50046.89573663125,50046.89573663125,1.3793434368521065e+18
REBF,2.794113450487804,21601.1819999218,1.8956463067668072e-08,1.0146889337474263e-06,1.1609453732574272e-09
Meta,3.7577450781179405,185.2677517,4.52574586500519e-08,4.523630576635379e-08,1.4252939447276824e-12
