,dv,dph,dpg,dqg,dpl,dql
PM,2.3521239922714636e-06,1.7506250022513296e-06,1.1137723369197521e-08,4.658701453350241e-09,6.817451414271255e-09,2.7172548249355694e-09
RM,2.3521240175466853e-06,1.750625036585426e-06,1.1137722595871768e-08,4.6587009832286835e-09,6.81745117350203e-09,2.717254536356769e-09
RRM,2.352122915941192e-06,1.7506237752453179e-06,1.1137768011811869e-08,4.65873527480226e-09,6.8174616292676194e-09,2.7172751323390186e-09
PBIM,2.3521239922667143e-06,1.7506250022389633e-06,1.1137723161006345e-08,4.658701504863115e-09,6.817451198469976e-09,2.7172548551060964e-09
RBIM,2.352124016359476e-06,1.7506250349915317e-06,1.1137722535352953e-08,4.658701053529567e-09,6.817451109748371e-09,2.7172546195891086e-09
RRBIM,2.352122759118457e-06,1.7506235595239155e-06,1.1137770057218589e-08,4.658737205531651e-09,6.817461798075161e-09,2.7172761689763686e-09
BF,0.00036110255173171514,0.14686762664488567,1.6789966101101962e-06,2.9878672971716246e-06,1.6385907230768324e-06,2.9595087662826837e-06
RERCM,2.345436679373286e-06,0.15224530395094207,7.90032336646397e-09,3.1482428163150473e-09,4.968579103465407e-09,1.8258782842886222e-09
RERRM,9.620289180721567e-05,0.011895823550329497,0.030260849471764127,0.23641025082792344,0.03060462464134303,0.2364229194207917
RERCBIM,2.5600622881084273e-06,1.6814189114824911e-06,3.586238918846328e-06,1.2015047441897054e-06,8.127944082110302e-09,3.1221466894641205e-09
RERRBIM,0.0,0.0,0.0,0.0,0.0,0.0
REBF,0.0003611031232010198,0.14686762680703644,1.6794535538725874e-06,2.98831614989842e-06,1.6390501383303694e-06,2.9599882657372305e-06
Meta-GA,0.011064479056320516,0.009477506803439615,0.0006871457656994033,0.0004906946060248108,0.0006866985040541868,0.0004905196168623159
Meta-GWO,0.009840661629627503,0.007414518656352117,0.0003782421481010737,0.00020056627816780534,0.000377911651649395,0.00020045889481112367
Meta-PSO,0.0032796204067713905,0.0029520630762037464,0.00024050251189382255,0.00016789374432002994,0.00024021296346891946,0.0001677784931797633
Meta-WOA,0.00710903827818355,0.005090364649885183,0.00028210476640775847,0.00014362774668087507,0.00028180503553161925,0.0001435282940163552
