,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,10.042165769085784,23302.766,6.07809348678463e-06,6.082531011410086e-06,8.65140349658007e-06
REBF,11.223742228191206,21602.52399992943,1.0683921673453056e-05,1.3594531434856644e-05,3.5215764330927164e-05
Meta,12.371551905891621,294.7957154,2.344508051193607e-07,1.4576836185645735e-07,1.246408351815489e-10
