,CB,SOC0,ZB,PB,SOC
0,0.4493137219474082,0.7631041907360475,119,0.07698382356963762,0.5827273301764979
1,0.0,0.0,131,0.1237494943132731,0.28282276698438324
2,0.0,0.0,1,-0.3761639425646806,0.9899405439276262
3,0.0,0.0,128,0.1594701268824803,0.5899405439276061
4,0.0,0.0,49,0.1237854818729556,0.2899405439275861
5,0.0,0.0,71,-0.3761639582816917,0.9970583463951667
6,0.0,0.0,124,0.121894735914541,0.7020648255394458
7,0.0,0.0,104,0.2200454008464341,0.10206482553944526
8,0.0,0.0,123,0.02976728083883984,0.034435837798271474
9,0.0,0.0,1,-0.3523324914045851,0.7025588269316277
10,0.0,0.0,139,0.1917566254041478,0.20255882693162738
11,0.0,0.0,140,-0.04224782897985335,0.2945867868793378
12,0.0,0.0,46,0.1217408692689208,0.0
13,0.0,0.0,52,-0.145376733677411,0.300500936023093
14,0.0,0.0,9,0.1237854828711167,0.0005009360230710713
15,0.0,0.0,1,-0.195910123895521,0.39622622661747314
16,0.0,0.0,125,0.1206896194951543,0.10441554129070654
17,0.0,0.0,1,-0.2514935640469442,0.6004982551410605
18,0.0,0.0,108,0.0,0.6004982551410605
19,0.0,0.0,71,0.2200454003463452,0.0004982551410599248
20,0.0,0.0,54,-0.3399635514044643,0.6481461544634619
21,0.0,0.0,108,-0.1622974729431057,0.9809864137927865
22,0.0,0.0,49,0.2647180504854662,0.055986413792786405
23,0.0,0.0,45,-0.3761639428283695,0.7631041907360475
