,CB,SOC0,ZB,PB,SOC
0,11.944625,0.08042337486139488,112,0.9606271828673497,0.0
1,0.0,0.0,1,-6.300227312409701,0.5274529028853295
2,0.0,0.0,76,2.523799017969341,0.3161612974356905
3,0.0,0.0,1,-5.216572745730985,0.7528910142406288
4,0.0,0.0,76,2.214600899367214,0.5674853713483478
5,0.0,0.0,75,3.349168512344235,0.2870941092644232
6,0.0,0.0,1,-6.097762275016771,0.7975967172633732
7,0.0,0.0,75,5.215761209725394,0.3609349419800381
8,0.0,0.0,1,-7.633392664287443,1.0
9,0.0,0.0,109,1.679834320469286,0.8593648453308897
10,0.0,0.0,107,1.986898555662518,0.6930223661150577
11,0.0,0.0,108,1.869663529012855,0.5364947639236525
12,0.0,0.0,107,2.552522935032265,0.3227984017925917
13,0.0,0.0,105,1.641382704111735,0.1853823935289529
14,0.0,0.0,107,2.214323313777768,0.0
15,0.0,0.0,1,-10.6886547237974,0.8948505706645629
16,0.0,0.0,103,3.790372789248278,0.5775218348220069
17,0.0,0.0,95,5.660133021427129,0.1036574008314938
18,0.0,0.0,1,-10.70647644491673,1.0
19,0.0,0.0,106,2.211408894022723,0.814861600710984
20,0.0,0.0,106,2.282046669608405,0.6238094206049296
21,0.0,0.0,106,1.583981940943422,0.4911989849393917
22,0.0,0.0,108,3.029343493100779,0.2375833659624543
23,0.0,0.0,105,1.877217177468333,0.08042337486139488
