,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,43049.44849563667,29337.687,73998.03547954814,73998.03547954815,6.91566333750379e+18
REBF,13.865661970157534,21601.01399993896,5.178932946465348e-06,1.130175796322519e-05,1.7530771823611967e-05
Meta,15.217302403743904,281.6427249,2.1925701295007205e-07,1.1328221187235016e-07,1.0645141091992001e-10
