,CB,SOC0,ZB,PB,SOC
0,1.270701923076923,0.1106532909477585,18,0.140607362417528,0.0
1,0.0,0.0,1,-0.8505310728160175,0.6693395499365231
2,0.0,0.0,24,0.6792419493961345,0.1347988125334109
3,0.0,0.0,1,-0.5283115811102034,0.5505623889678721
4,0.0,0.0,1,-0.571101253312518,1.0
5,0.0,0.0,32,0.08394887137643517,0.9339350497690811
6,0.0,0.0,31,0.3867451688007061,0.6295795135693363
7,0.0,0.0,31,0.3925867063971847,0.3206268823032962
8,0.0,0.0,31,0.4074212080957387,0.0
9,0.0,0.0,1,-1.270701923076923,0.9999999901033867
10,0.0,0.0,31,0.6463025887050782,0.4913814298700412
11,0.0,0.0,31,0.6243993209334502,1.012337028443058e-08
12,0.0,0.0,1,-1.270701923076923,1.0
13,0.0,0.0,31,0.4335873677692446,0.6587812238340897
14,0.0,0.0,31,0.436016617163937,0.3156507027200359
15,0.0,0.0,31,0.4010979556701801,2.427703429008937e-09
16,0.0,0.0,1,-1.270701923076923,1.0
17,0.0,0.0,32,0.3206226427001779,0.7476806844388346
18,0.0,0.0,31,0.4409598768096552,0.4006599830163555
19,0.0,0.0,29,0.509119407488159,6.483839006861968e-09
20,0.0,0.0,1,-1.270701923076923,1.0
21,0.0,0.0,31,0.3413318327503842,0.7313832474401467
22,0.0,0.0,29,0.4028336130637707,0.4143666427246939
23,0.0,0.0,31,0.3859291438119651,0.1106532909477585
