,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,7.311843934197498,21605.219,2.7340649019465587e-06,2.7328874458536133e-06,1.1803645324789743e-06
REBF,8.727788941842633,21601.97099995613,1.064643902297871e-05,1.1067072744275902e-05,2.2214408293719852e-05
Meta,10.116556099954728,221.7505104,2.0003739253086255e-07,8.756728821090128e-08,3.9296186643966735e-11
