,dv,dph,dpg,dqg,dpl,dql
PM,5.617005677309307e-18,8.046118089629307e-19,4.2231000541266904e-19,1.106543231856599e-19,4.480238059614951e-19,1.0924762282194832e-19
RM,1.7120991039153074e-18,2.410342879796445e-19,1.5653252657991376e-19,8.810163710697555e-20,1.1959333504194613e-19,9.564917128582793e-20
RRM,2.520548066202028e-08,2.8321087983061687e-09,7.770753652012443e-12,8.727377587651102e-13,7.770692572089458e-12,8.726862988596755e-13
PBIM,5.616430524679173e-18,8.052618759083206e-19,4.669554147810351e-19,1.0902208261962853e-19,4.03693689459577e-19,1.159547675154224e-19
RBIM,0.0,0.0,0.0,0.0,0.0,0.0
RRBIM,2.119570687107912e-08,2.3873853450604026e-09,1.6972451084437996e-11,1.9065631274296828e-12,1.6972122000648805e-11,1.9067902202741297e-12
BF,0.0021456772054386096,0.4804561443415305,9.410449724983719e-05,1.5642765822433467e-05,9.410156863859738e-05,1.5655133208551447e-05
RERCM,0.002412900745494591,0.4891800260921333,0.00464605492532124,0.008930043432078288,0.0019214852513133392,0.006803659272406356
RERRM,0.034612895207823714,0.004436717059343167,0.0018890131679153903,0.0020120369912057126,4.839800023267835,0.003980077239197782
RERCBIM,3.40347668455832e-05,3.975089241916561e-06,43.97116300137897,57.420682208350506,0.00019365054860097627,0.0003836228521606154
RERRBIM,0.00024126252255767273,3.146587612883167e-05,0.007428438825963957,0.010298451535501706,0.0046615297821506075,0.006542798842834463
REBF,0.0024549562282214533,0.4818642023122423,8.562047903833937e-05,1.4258157693005326e-05,8.562045651507955e-05,1.4258153157744982e-05
Meta-GA,0.0023569799759166443,0.00026930957674917605,5.848154449314678e-05,8.337584585617122e-06,5.8481554346382265e-05,8.33758604059224e-06
Meta-GWO,0.002390566466441129,0.0003103677438639058,6.918840802084505e-05,5.965502173619917e-06,6.918836430239435e-05,5.9654962100812486e-06
Meta-PSO,0.0019691239248423383,0.00021453806713431114,2.798142054676471e-05,3.331746129210872e-06,2.7981412875121287e-05,3.33174530228184e-06
Meta-WOA,0.000786445758435075,0.00011429623623351168,4.634293834053358e-05,7.747738174137397e-06,4.634288554118259e-05,7.747729081344175e-06
