,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,4.071239928988206,117.203,1.9362310237837627e-06,1.9362581655317298e-06,1.788899168758052e-09
RM,4.071239928192043,108.578,1.9887672931197393e-06,1.9884999737049647e-06,1.748147580708528e-09
RRM,4.071248879810199,134.937,4.560341925735471e-08,4.512033417570237e-08,1.1303902852940224e-12
PBIM,4.0712399291093995,106.203,1.9359634930728167e-06,1.9363847318354083e-06,1.6208853429944551e-09
RBIM,4.071239927491789,110.562,2.1475770046850286e-06,2.1472822137406993e-06,2.075728055127162e-09
RRBIM,4.071252696231809,90.265,1.1483465665816322e-09,6.040045464895165e-08,2.548945968669603e-14
BF,4.08896187740084,71.91199994087219,3.6073358488004e-05,7.961642397321528e-05,8.445078159722579e-07
RERCM,3.75628689533555,9.234,0.18748893989878798,0.5932071882120518,3.857719833021193
RERRM,4.07754675006409,23.656,6.7610953115049,7.090192333710588,4623.973485677561
RERCBIM,-17.515424182854808,9.89,49.95016063459904,0.11565994223360013,1000.7758373716597
RERRBIM,3.69359147632187,6.547,0.29621252902904177,0.7100453304170804,5.086050874641773
REBF,4.087254239945096,2.10699987411499,2.3440594595683453e-06,1.1361479476394015e-05,2.293504913092208e-10
Meta-GA,4.084014325526596,93.8609842,1.265189120495309e-08,1.2551961139903596e-08,6.087505902664794e-14
Meta-GWO,4.096498113492578,113.6701794,1.4648642971613586e-08,1.4249766926487804e-08,9.719959597718598e-14
Meta-PSO,4.085175386878574,98.1889074,1.323089282983219e-08,1.2872930137709582e-08,6.83187163971682e-14
Meta-WOA,4.088142860311334,112.8510433,1.531067659857112e-08,1.497974905206315e-08,1.058109377533757e-13
