,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,2.3363911679643365,21617.312,1.1488983871184356e-09,1.0732009778280226e-09,6.227445364671116e-14
REBF,2.498639781874058,21602.09899997711,2.4914230479288405e-06,3.2837524308387475e-06,4.415882280670511e-07
Meta,3.3954878954651218,192.4949366,7.609367154074528e-08,7.680104826895121e-08,3.819769741686444e-12
