,$x$,F,I/S,Gap,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
\multirow{5}{*}{IEEE69},$P_{loss}$,PM,AB,$2.79e-02$,$\cellcolor{green}2.34e+00$,$2.16e+04$,$1.15e-09$,$1.07e-09$,$6.23e-14$
,$t[s]$,Meta,GWO_PAR,*,$3.4e+00$,$\cellcolor{green}1.92e+02$,$7.61e-08$,$7.68e-08$,$3.82e-12$
,Inf1,PM,AB,$2.79e-02$,$2.34e+00$,$2.16e+04$,$\cellcolor{green}1.15e-09$,$1.07e-09$,$6.23e-14$
,Inf2,PM,AB,$2.79e-02$,$2.34e+00$,$2.16e+04$,$1.15e-09$,$\cellcolor{green}1.07e-09$,$6.23e-14$
,$\Pi |x|$,PM,AB,$2.79e-02$,$2.34e+00$,$2.16e+04$,$1.15e-09$,$1.07e-09$,$\cellcolor{green}6.23e-14$
