,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,0.04800589017986567,3965.375,1.3938641433338533e-08,1.383851728899404e-08,3.671882694235624e-14
REBF,0.03781016628299959,21619.72699999809,1.2978646952727796e-09,0.08392872549736616,8.904280652525188e-08
Meta,0.07341537603782744,118.3237178,3.0385459344819954e-07,3.0041797008843774e-07,7.929586627430471e-13
