Bog,Bog,Jam,Jam,Pop,Pop
Mean,Res,Mean,Res,Mean,Res
0.6329729887966039,0.899205832198699,1.2316682392947755,1.40621331510757,0.6707173722021891,1.10546469494181
0.460760876439528,0.6656252850272338,1.3212498164403008,1.406212965712937,0.44250761549819034,0.8692716365489331
0.3782583757609505,0.6304431269572485,1.337140599301745,1.406213098900791,0.3512076560461586,0.6263973388938381
0.3400635141294221,0.5973909310601621,1.2813146260540251,1.406212201619823,0.30685209980781747,0.5300080298112733
0.33047177856788634,0.8853272455640977,1.1090043439203476,1.373631507806184,0.28635783830214123,0.5012310637170443
0.4161988064950116,1.024142359200729,0.8627899283150544,1.140821254957092,0.28074781243903474,0.5946156491831704
0.6985907222318029,1.103477922799527,0.6711402928732747,0.9132841169400251,0.3178173392004293,0.767586427170686
0.874180301504051,1.267288162552691,0.5590327529414678,0.9073312509295859,0.3862014416876899,0.8259436354500916
0.9100277488954386,1.256939158746716,0.4980541383324602,0.9077733712896696,0.41276710599899186,0.7607158961472644
0.9343755780370244,1.251852545408465,0.4608358331336578,0.7688771392361684,0.4292076012129643,0.7494763549213712
0.961626005237871,1.250889954712181,0.44805691989366375,0.8273326482424492,0.46712405113924477,0.7197474851725189
0.9789844943403546,1.263474607104793,0.46074343953408675,0.8598539304931563,0.49839216300784084,0.7523017298352133
0.9903630647157876,1.277195099790271,0.5082323061077967,0.8688835494565944,0.5299116280878476,0.7850557555849873
1.0016174995280922,1.269368292380004,0.5857762107920138,0.8417727350430965,0.5726273884071558,0.8486065568615114
0.9727636406786752,1.219280869330151,0.6855419562054348,0.9343235341880514,0.5799456018162839,0.8639181637716089
0.9156076684766952,1.141643952922539,0.7761209679510361,1.018867911329052,0.5590863470364046,0.8191052032716152
0.887944510007492,1.107039730409958,0.8694250489957475,1.104894050401878,0.5606827247736794,0.8018629214579946
0.8878365146633631,1.111413978269409,0.9848683380582971,1.238094101303023,0.5866525752177548,0.8776091018652512
0.9382348141469635,1.165083900021422,1.0735074885732592,1.328375124767171,0.6494355177268951,0.9439203782897057
1.107682904953045,1.319481660682027,1.0816547936597316,1.329111098842865,0.8702762040287058,1.149262093135306
1.2342371911833703,1.319481627443848,1.0653772141615596,1.308615446464849,1.1022892422272805,1.259709884369782
1.2470413375824674,1.319481639600476,1.043828825326189,1.282488099855301,1.2010464904785534,1.259709817157294
1.1392625979044704,1.319481660056819,1.035813487972409,1.258284376893057,1.1990083920488273,1.25970980240891
0.8979841162203198,1.173953661051149,1.1116485249132215,1.346697206502271,1.022256147399881,1.25970648585343
