Bog,Bog,Jam,Jam,Pop,Pop
Mean,Res,Mean,Res,Mean,Res
6.0965070219661415e-05,0.0,2.0876826722338207e-06,0.0,2.117647058823529e-06,0.0
6.450606169727505e-05,0.0,0.0,0.0,1.5235294117647054e-05,0.0
6.269355419517452e-05,0.0,0.0,0.0,1.4970588235294114e-05,0.0
6.250150042011752e-05,0.0,0.0,0.0,1.5235294117647054e-05,0.0
6.020885848037443e-05,0.0,0.0,0.0,1.3823529411764705e-05,0.0
6.870123634617666e-05,0.0,0.0,0.0,1.3029411764705883e-05,0.0
0.0010642179810346746,0.0,0.00013225469728601262,0.0,7.614705882352946e-05,0.0
0.0506031988956907,0.004005447737953919,0.03455647181628392,0.00103949734466968,0.03270776470588236,0.000961283511958718
0.1830461889329011,0.02320051282976662,0.1616202505219207,0.01088880328794052,0.17636952941176431,0.018156572069899
0.32207718761253157,0.06712600748805594,0.3541844467640922,0.0828101771438334,0.3265408529411767,0.07462479434179493
0.42823613011643225,0.1115068528149043,0.5564767223382046,0.2221093858749221,0.43208194117647025,0.1230570621843653
0.47700574960988934,0.1405680631893603,0.6862722338204592,0.3074884745209231,0.4825505882352945,0.1217174010054244
0.49787450486136103,0.1490910282019214,0.7630955114822546,0.3735681631408398,0.4787381176470578,0.112163960170627
0.4895749849957997,0.1360377051583582,0.7798225469728608,0.3630585055108674,0.44690126470588254,0.09703537283153733
0.45765192053775,0.1110290161130823,0.7026610647181623,0.3154193191299708,0.41711432352941186,0.06995359252712546
0.39037235025807254,0.07067272245993744,0.5591757828810027,0.2029839601643708,0.34647229411764674,0.03111079890023489
0.2879598547593328,0.03742823707622461,0.3700343423799577,0.08594122413156859,0.24451802941176476,0.006457392256422301
0.1644010803024844,0.009279202339851201,0.17860375782880997,0.005885649783454115,0.13852517647058846,0.003652883091621767
0.04099568479174166,0.0002066044067491226,0.04583100208768268,0.00101801112083404,0.044411117647058844,0.0004587392256208476
0.0002596266954747327,0.0,0.0009551148225469744,0.0,0.0008992941176470528,0.0
5.5695594766534635e-05,0.0,1.6701461377870572e-05,0.0,6.911764705882353e-06,0.0
5.643980314488057e-05,0.0,9.394572025052194e-06,0.0,8.294117647058823e-06,0.0
6.074900972272222e-05,0.0,5.2192066805845514e-06,0.0,1.8882352941176474e-05,0.0
6.801104309206549e-05,0.0,5.2192066805845514e-06,0.0,5.764705882352941e-06,0.0
