Bog,Bog,Jam,Jam,Pop,Pop
Mean,Res,Mean,Res,Mean,Res
0.5345813277041946,0.9887341010969878,0.5,0.9840215790528808,0.5834020139118462,0.9921707783519703
0.5330866499209439,0.9956850984155307,0.5,0.9325082259609112,0.6178528017340659,0.9994542172914258
0.5598721680291712,0.999055355856224,0.45483449304637025,0.8483757752653612,0.6038024735702469,0.999839938254364
0.5791159178482777,0.9999956409841825,0.43164641729585645,0.7821786753347965,0.6203862057441859,0.9999772291502094
0.6270704676286055,0.9999999995907587,0.44670734770851434,0.809004415420167,0.6134002548520743,0.9999682919479387
0.631438000402869,0.9999989953288517,0.5,0.9415025180382576,0.6384885808971612,0.9999975264565883
0.5768956320316241,0.9971267302766831,0.5328353631669765,0.979896738602322,0.6717477487703345,0.9999874076398111
0.5438102358501764,0.985531730093997,0.5370831285452552,0.9898835460044082,0.6268905999241688,0.9978936781964493
0.5,0.9931508615448391,0.5418862161910649,0.9895542627960779,0.5794695300033006,0.9896920291154395
0.5325331931661218,0.9881664325036968,0.5460736234527016,0.9907429496009322,0.5665790745281104,0.9751421619681515
0.5270418534569108,0.9908589290238611,0.5502765256953759,0.9920682475267988,0.5589181885044805,0.963249241537715
0.5243156948549255,0.9918937854499397,0.5798203750651917,0.9951148233766202,0.5529980217094608,0.9293918272413463
0.5235899730367019,0.9917196425052393,0.5830973157994614,0.9960326045983604,0.476510363738918,0.8599204681855348
0.522981032500289,0.9910163209825431,0.5896801872125551,0.9982558857062831,0.536225783067696,0.8891836405751955
0.5221560553099694,0.9914161653497815,0.585430570948104,0.999196423666628,0.5414144820611341,0.9702207070389041
0.5210660308447602,0.9928889882687333,0.5702041646705993,0.9958026171978211,0.5434362871494711,0.9885032024998727
0.5207781319657433,0.9930964724102725,0.5617019003562919,0.9961403220341027,0.5479937985319289,0.9959321213545829
0.5209085140575844,0.9927190316772343,0.5415392981537253,0.9883604901407781,0.5468683339324422,0.9913984677666567
0.5200530511862199,0.9918915958887304,0.5424905283864678,0.9830917809824068,0.5,0.9972182035880139
0.5,0.9845561059500457,0.5,0.9919316256804839,0.5135243372538841,0.9763742634414474
0.4429306484132886,0.8081025365344853,0.5,0.9921551888481672,0.5454784213679549,0.9188016677598709
0.40023793869182805,0.706238872879948,0.5,0.99268900462272,0.5046796272276968,0.9751911218949965
0.461184373010038,0.8665767198246559,0.5,0.9929117921160924,0.4921825797437511,0.991927014767079
0.5,0.9905562579505401,0.5,0.9896789577230255,0.5137389708752119,0.9938602475205491
