Bog,Bog,Jam,Jam,Pop,Pop
Mean,Res,Mean,Res,Mean,Res
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.5969079724889204,0.004988580580346347,0.6103638681461377,0.002254451852795269,0.5465890337345249,0.0006829759766122656
0.5229298694922152,0.004461836014671872,0.5343439704433315,0.002072112040137575,0.5224088351041238,0.002553550638017543
0.5806567608007451,0.01087992928548687,0.5000000000000011,0.009471644146231362,0.507029083223054,0.007841377390795268
0.5639219060989359,0.01561063739430446,0.458367990650544,0.02449191277605682,0.5028891043055796,0.01207169141140374
0.5583854503067914,0.01744377904794792,0.47974641939542484,0.01626177734718492,0.5579571151476752,0.01300317495264203
0.5573156245803239,0.01844729534274647,0.47059092456307416,0.01198239068689666,0.5639611580386982,0.01444111410118054
0.5566856179253968,0.01941953757706982,0.44624248124035737,0.01821073131002075,0.5686048363103379,0.0405068166976799
0.5192811513615927,0.01776593338299848,0.45455726205034896,0.02502081277455544,0.5292885062770223,0.01201301616304007
0.5273950483614513,0.01274178260934011,0.4720804514691284,0.03205466360613939,0.5456163824123459,0.006339854439168846
0.5321326317629751,0.007693662619760455,0.49999999999999856,0.03933031286846139,0.5665319555457498,0.002274268306515115
0.5429307534855898,0.002491082194906125,0.5591380414786489,0.001865082140427798,0.5793439641373228,0.004474480316870033
0.5743227485931688,0.0002904860786669961,0.592718351129488,0.005776985782112387,0.6498797731648414,0.003522115255861658
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
