Bog,Bog,Jam,Jam,Pop,Pop
Mean,Res,Mean,Res,Mean,Res
0.5462215280226854,0.997996227794528,0.46504783032536307,0.8631596170693747,0.5469170122658176,0.9903062097372781
0.5726867767025258,0.9995623928657553,0.41766239157154944,0.7473526332489528,0.5682563630410884,0.992619196916315
0.5849696961784135,0.9999998972017677,0.4417111068817183,0.799710929545215,0.5780696297547641,0.9992098052447792
0.6174169384528305,0.9999999999318356,0.4618381260963452,0.967194323821815,0.5935965237145572,0.9999300624998384
0.6971141433453965,0.9999999999998457,0.5,0.991045395222029,0.6109162853357392,0.9999759871408694
0.6315670116840454,0.9991692397624629,0.5381416504673053,0.9932880232658733,0.6458689803510402,0.9999989693900572
0.5601121546782514,0.855719094834519,0.555307805063389,0.994570544288218,0.6139414569462319,0.998633106347706
0.5082869862221461,0.7965430207111742,0.5753798421794933,0.9995996194190627,0.5630184707156164,0.9959894972280184
0.5578095161310128,0.9069096165279964,0.6009540301100479,0.9996390752402837,0.5737568936697873,0.9952447790409925
0.5563272165772485,0.9746349963566939,0.6263374978205267,0.9999913193427737,0.5480017864040019,0.9969275730171144
0.548207286180889,0.9952514075749307,0.6170924104279176,0.9998512214205741,0.5,0.9951573535881617
0.5422705631899563,0.9976141553055178,0.5951638861425044,0.9986291003941153,0.5,0.9971826525450431
0.5413652631915307,0.997684342453861,0.5729646550533525,0.9975027713556307,0.5,0.9977310732285796
0.5,0.9981704169709548,0.5406965865796032,0.9963222853479164,0.5,0.9975628018423296
0.5,0.9981928717034364,0.5364134288075441,0.9958920420077991,0.5,0.996009423341325
0.5,0.998258001378173,0.5,0.9971701547216631,0.470108481984581,0.996928061225572
0.5,0.9982623496094041,0.5,0.9965039302973491,0.4723500975821555,0.999325516895128
0.5,0.9982404907043447,0.5,0.9952548559145368,0.5,0.9974425336568857
0.5,0.9981763277829141,0.5,0.9947810274723242,0.5,0.9974144628744861
0.5140938479359304,0.9963700997949041,0.5,0.9953859709795212,0.5,0.9788595875692353
0.5431622270870786,0.9914738111945396,0.5,0.9951580277194,0.4056602090397257,0.7127312966334067
0.5424324179007235,0.9887239881322599,0.5,0.9958987837058246,0.4490168218169114,0.7684647095132564
0.5,0.9977648912439487,0.5,0.9957160985055789,0.46326051663097456,0.9830218288591691
0.5,0.9980240686839296,0.5,0.987875642019894,0.48010279566699154,0.9893563467104471
