,$x$,F,I/S,Gap,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
\multirow{5}{*}{SA},$P_{loss}$,PM,AB,$0.e+00$,$\cellcolor{green}6.12e-02$,$8.58e+03$,$1.85e-08$,$1.85e-08$,$1.8e-13$
,$t[s]$,Meta,GWO_PAR,*,$8.47e-02$,$\cellcolor{green}1.6e+02$,$4.21e-07$,$4.18e-07$,$2.38e-12$
,Inf1,PM,AB,$0.e+00$,$6.12e-02$,$8.58e+03$,$\cellcolor{green}1.85e-08$,$1.85e-08$,$1.8e-13$
,Inf2,PM,AB,$0.e+00$,$6.12e-02$,$8.58e+03$,$1.85e-08$,$\cellcolor{green}1.85e-08$,$1.8e-13$
,$\Pi |x|$,PM,AB,$0.e+00$,$6.12e-02$,$8.58e+03$,$1.85e-08$,$1.85e-08$,$\cellcolor{green}1.8e-13$
