,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,0.06116192221986694,8577.171,1.849631063215122e-08,1.8499761505536093e-08,1.7950495232724084e-13
REBF,0.04703229869584995,21601.93000006676,5.358314955282608e-09,0.11259409461937715,6.129606711452208e-07
Meta,0.08468786501381365,159.8353244,4.211839795923508e-07,4.177974583424638e-07,2.381944228708542e-12
