,dv,dph,dpg,dqg,dpl,dql
PM,0.0,0.0,0.0,0.0,0.0,0.0
REBF,0.13774725302207821,0.2368611644852043,0.41240976160461873,0.21269644511855912,177.4956611767256,0.21269658229980945
Meta,0.5687114294014124,0.31164535274816235,1.9102942363463216,1.0827528652275527,666.8482816823534,1.0827528620836375
