,$\overline{DC_{5}}$,"('$DC_{5}$', 'IEEE33', 'PM')","('$DC_{5}$', 'IEEE69', 'PM')","('$DC_{5}$', 'SA', 'PM')","('$DC_{5}$', 'CA141', 'Meta')"
0,0.6329729887966039,0.9039936622694523,0.8782807629571279,1.058690130178538,0.820455441100025
1,0.460760876439528,0.657172962537408,0.6467489974893442,0.771855979481932,0.6179031635194533
2,0.3782583757609505,0.4962701952812238,0.4925260948976121,0.5226433478541281,0.4708549709900609
3,0.3400635141294221,0.4143692582243902,0.4124427189713425,0.4236399913203857,0.38640984768464404
4,0.33047177856788634,0.4162393270700444,0.4135865966833808,0.4318240966593003,0.3573479401742002
5,0.4161988064950116,0.666912915088987,0.6453736560274458,1.019816796460428,0.5980180241463809
6,0.6985907222318029,1.099633450400662,1.044528670276195,1.319481685824457,0.3834085802676874
7,0.874180301504051,1.255528488742322,1.214916420054566,1.319481685824457,1.0664681944250303
8,0.9100277488954386,1.246965449092406,1.206983971065907,1.319481685824457,0.5447458179350186
9,0.9343755780370244,1.244452202401127,1.215806524489092,1.319481685824457,0.7296460677198767
10,0.961626005237871,1.234249123298936,0.601904977828833,1.319481685824457,0.8474092014984307
11,0.9789844943403546,1.261546872774212,0.6423605435597355,1.319481685824457,1.061710418014487
12,0.9903630647157876,1.274213871693749,0.6191440860330487,1.319481685824457,1.1547216525338324
13,1.0016174995280922,1.253992628861921,0.6887287862827318,1.319481685824457,1.2784534153048963
14,0.9727636406786752,1.215379371815117,0.6492126485788827,1.319481685824457,1.2297119202266462
15,0.9156076684766952,1.148408684874233,1.13234822209792,1.319481685824457,1.0418025395745016
16,0.887944510007492,1.107564087198268,0.5807208091600109,1.236884750300825,0.6129660509854798
17,0.8878365146633631,1.109341178788764,0.5294890282506786,1.201680290628656,1.143563319541345
18,0.9382348141469635,1.159236282114492,0.5192044390321298,1.319481685824457,1.2295527397876775
19,1.107682904953045,1.319481685824457,0.7279627177871202,1.319481685824457,0.9160423269235637
20,1.2342371911833703,0.8540190153856431,0.8540190153856431,1.319481685824457,0.8915623767209246
21,1.2470413375824674,0.8817351712070101,0.8817351712079223,1.319481685824457,0.8829275961001698
22,1.1392625979044704,0.6934076051455552,0.6934076051455552,1.319481685824457,0.7431579214639914
23,0.8979841162203198,1.176166262841419,0.4729923510055514,1.319481685824457,1.0326937453875285
