,CB,SOC0,ZB,PB,SOC
0,3.89069,0.2970453241763605,63,0.633542433357764,0.1342098288380622
1,0.0,0.0,64,0.2916671149280516,0.05924443325834458
2,0.0,0.0,61,0.1512539457527489,0.020368566573322405
3,0.0,0.0,64,0.07924763420778164,0.0
4,0.0,0.0,1,-3.890670489211702,0.9999950222929814
5,0.0,0.0,65,0.5605417324004791,0.8559224458604002
6,0.0,0.0,61,1.164634005017526,0.5565837668555127
7,0.0,0.0,61,1.365216042350018,0.2056907267135281
8,0.0,0.0,36,-3.09040098697242,0.999997388763812
9,0.0,0.0,61,1.055036787338571,0.7288278051324842
10,0.0,0.0,61,0.9628072897270894,0.48136339914611953
11,0.0,0.0,61,0.9357971702080047,0.240841237213916
12,0.0,0.0,61,0.937038593215817,0.0
13,0.0,0.0,1,-3.890687488878896,0.9999993545820638
14,0.0,0.0,61,1.000994994321205,0.7427197989450935
15,0.0,0.0,61,1.014716330487625,0.48191353309311713
16,0.0,0.0,65,0.8461013824711563,0.2644453250191879
17,0.0,0.0,37,-2.861815140856996,0.999999980069319
18,0.0,0.0,61,1.009923148950727,0.7404256760382276
19,0.0,0.0,64,1.25809978117744,0.4170640663552562
20,0.0,0.0,63,1.622666992327732,0.0
21,0.0,0.0,40,-3.890689645089056,0.9999999087794339
22,0.0,0.0,61,1.610775222060193,0.5859923106258434
23,0.0,0.0,63,1.124203150709139,0.2970453241763605
