,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,32911.42995491455,3237.266,50088.06680496492,50088.06680496492,2.672967499623361e+17
REBF,4.987845070729735,21603.4390001297,2.8620392021720675e-06,4.031377513626089e-06,1.2432683942577063e-06
Meta,6.426434938496581,258.0806249,2.99164518973577e-08,2.989595965664088e-08,1.4833652480380736e-12
