,dv,dph,dpg,dqg,dpl,dql
PM,1.6433208477319947e-07,1.2123998662874625e-07,1.6055975324811718e-09,3.484076266002299e-10,6.377787902871509e-11,8.161361221942024e-13
RM,1.643322998478016e-07,1.212400688169352e-07,1.6055977135591672e-09,3.4840737991261064e-10,6.377792892149494e-11,8.161478594894703e-13
RRM,8.451560141123063e-08,4.524917763957432e-08,1.4814990435568613e-09,4.051145795136109e-10,4.10425166760555e-11,3.1178270635321997e-13
PBIM,1.6433208477161182e-07,1.21239986620823e-07,1.6055974766661417e-09,3.484076157232096e-10,6.377788357538359e-11,8.161351521138947e-13
RBIM,1.6433229983522527e-07,1.2124006880685984e-07,1.6055977107187017e-09,3.4840737592678896e-10,6.377792662333405e-11,8.16147624389687e-13
RRBIM,8.451555479622063e-08,4.524916155773365e-08,1.4814989768136365e-09,4.0511474169395684e-10,4.1042510872189664e-11,3.117873800779826e-13
BF,3.689336007726041e-07,0.0022245159326472015,2.243935081905097e-09,7.488681003494004e-10,2.3367370727181205e-10,6.078340722527046e-11
RERCM,2.4418580049039844e-07,1.8439395771603221e-07,1.3396586320132163e-11,7.325322865571034e-11,1.354250226844916e-12,2.5464804963757967e-11
RERRM,1.9663168314721574e-05,0.004298969142781822,2.7100064103629727e-05,0.0022946307273021345,0.00573247138105828,0.0022965059186116723
RERCBIM,0.0,0.0,0.0,0.0,0.0,0.0
RERRBIM,1.4544791119654538e-07,1.126151530541523e-07,9.189002579776771e-10,1.7410691004640154e-10,7.177967667287583e-13,3.3581188231097354e-11
REBF,3.726881733235422e-07,0.002224512412837001,2.247341292299773e-09,7.544086056252772e-10,2.3479171618855216e-10,6.23756184058754e-11
Meta-GA,5.471944440082527e-07,3.661042935264557e-07,1.9770168875573835e-09,2.705115130406339e-10,1.547990940121372e-10,9.749413813921213e-12
Meta-GWO,8.335546418725043e-07,7.198422101013529e-07,3.64655427198959e-09,1.4036793930428803e-09,3.353813526178796e-10,3.202694620162894e-10
Meta-PSO,2.414543399443592e-06,1.618874005160158e-06,3.8243541019543536e-09,2.809656259549695e-09,9.804370957033196e-10,1.1180032473372993e-09
Meta-WOA,4.864098863233387e-06,3.0100800345950233e-06,1.5860079058798916e-08,2.3119067181637585e-08,8.808238698287589e-09,1.7550924356606716e-08
