,dv,dph,dpg,dqg,dpl,dql
PM,1.1165573829789275e-17,4.401537144611969e-19,8.275319471196426e-18,3.7007394420324845e-18,2.885159628274693e-15,7.790770814768296e-16
RM,5.2639032047675174e-17,1.079716323647283e-19,3.1399530432058693e-17,1.5090235243966852e-17,1.4742244208188525e-15,1.1933281359993595e-15
RRM,8.393849810100888e-28,1.5249021000511793e-28,1.6118972447121807e-25,2.4492191503065424e-26,2.0881956743628034e-25,1.079871693157043e-26
PBIM,1.1166419630695231e-17,4.401898705625337e-19,8.279733999212125e-18,3.701642500677872e-18,2.8853716912671184e-15,7.791187305668474e-16
RBIM,5.263738720767045e-17,1.0798764322009104e-19,3.1394589465163686e-17,1.5091559946251697e-17,1.474099029805509e-15,1.1932975158071638e-15
RRBIM,5.184911547199043e-13,1.6623392195138582e-14,1.7675909429415752e-11,5.148181429249229e-12,1.7681360745607273e-11,5.149640277938039e-12
BF,2.2474558065508336e-14,0.00351795533563417,1.0566570026011794e-16,5.4273640780088744e-17,5.900518525313124e-15,6.885938832221341e-15
RERCM,5.0006319288395205e-12,2.687472945937336e-14,4.2313931580879637e-10,2.0199156292816562e-10,6.296699298960223e-10,2.7387577366406194e-10
RERRM,7.38157587827654e-12,0.003517985166300462,3.047344429082631e-10,7.514965139197895e-10,5.02922532266291e-10,8.998843604449986e-10
RERCBIM,2.1174220823294516e-12,1.0777713853187082e-13,2.4161428166410773e-10,6.097038789155883e-11,6.566245318124222e-10,6.091118567238171e-11
RERRBIM,5.811410294552053e-11,3.410232835680223e-13,1.1354195018550539e-09,6.928395806007994e-10,8.045776667072714e-09,3.452136009966361e-09
REBF,6.563601031710655e-15,0.0035179554694820337,2.052849514831381e-13,1.5309450214558247e-13,2.0540778408976164e-13,1.5315555657825874e-13
MAT,0.0,0.0,0.0,0.0,0.0,0.0
