,$p(\overline{DC_{5}})$,"('$p(DC_{5})$', 'IEEE33', 'PM')","('$p(DC_{5})$', 'IEEE69', 'Meta')","('$p(DC_{5})$', 'SA', 'PM')","('$p(DC_{5})$', 'CA141', 'Meta')"
0,0.4479414574943399,0.005736174639337954,0.01280625448747641,0.9506273633334854,0.007848428493605009
1,0.4339346024590544,0.0001825045201407228,0.7949763387393026,0.7949763387393026,0.0003129166422829969
2,0.43300123898528786,0.0007896002941439183,0.23025290197870799,0.7860443907100312,0.0018231383749498253
3,0.46700376447401265,0.872187543811525,0.872187543811525,0.872187543811525,0.007311551081871335
4,0.5283757805813221,0.9239019225572239,0.9404979479056519,0.9570992035839925,0.7566408513166468
5,0.5347483641296804,0.9476801755462234,0.9586924979325471,0.9947719876290698,0.7319834038024613
6,0.5343877351487021,0.9658467107832884,0.9402600119243428,0.997150898988446,0.9233292763693767
7,0.558397966100985,0.9752042416797787,0.959853107770867,0.9944790998089139,0.9633079439808362
8,0.5697817881741317,0.9836464475986018,0.9707670667924391,0.9960819964631864,0.920988174355558
9,0.593391999998854,0.9912722880657444,0.964785342707095,0.997909858099083,0.9331987267064195
10,0.6107988341801841,0.9944067101771902,0.9985161918381131,0.9992018346951356,0.998878710040863
11,0.6118828422262054,0.9871655333394566,0.9269897207213593,0.9996221257511357,0.9482909914617035
12,0.5822478726370949,0.9763683636798693,0.9300067587744565,0.9959701137989214,0.9580075419258488
13,0.5394304444764514,0.9718761761216499,0.9831598107025981,0.9969229553364688,0.9599604674751677
14,0.5,0.977902502330796,0.9824909081853486,0.9993444935756306,0.9433112872251544
15,0.5,0.9783122957419469,0.9915440792023834,0.9988301951143932,0.5328318105270117
16,0.5,0.9744905450802646,0.9921372792774923,0.9977575374553663,0.691823776683045
17,0.5274350829661967,0.95036035190726,0.007002082432211122,0.9958363195329168,0.0329017713643873
18,0.5266019175856149,0.945003261654698,0.779526109325263,0.9813399400361404,0.8521497966379249
19,0.5251781314688273,0.9388224528909639,0.0009819372678515955,0.9835546864373014,0.0009936888525107258
20,0.5248818332986586,0.9398456812509728,0.7457741130783802,0.9890484914511015,0.9467881624807769
21,0.5243602490316635,0.9525042082320676,0.9742611330862694,0.9936695744735567,0.0017876578102343499
22,0.5,0.9675402260542013,0.9771930559706827,0.9990191602173881,0.9319378962793916
23,0.5,0.9622850280347276,0.059541331735064006,0.9870317157068491,0.8644210752364616
