,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,0.048795724651881756,12190.922,6.784286613395474e-10,6.826723432431423e-10,2.7550838470772093e-16
REBF,0.06059635218964186,21601.67299985886,9.066457046391955e-06,0.037300998323986145,0.000442682070364013
Meta,0.07282161266410092,205.7543722,3.790703237346871e-07,3.758056780247246e-07,2.1344819598800487e-12
