,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,2.7320752577862493,21600.625,1.1514558038603837e-09,1.054951171066869e-09,7.168670308008584e-14
REBF,2.9056524507584003,21601.98099994659,1.7030052187330593e-06,3.872271654404083e-06,4.139225073787519e-07
Meta,4.387535553649656,212.1484226,1.1190527863705986e-08,1.0825170066449083e-08,1.1275758262651391e-13
