,$x$,F,I/S,Gap,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
\multirow{5}{*}{IEEE69},$P_{loss}$,PM,AB,$4.38e-02$,$\cellcolor{green}1.67e+00$,$2.17e+04$,$9.8e-10$,$1.12e-09$,$3.99e-14$
,$t[s]$,Meta,GWO_PAR,*,$2.55e+00$,$\cellcolor{green}2.28e+02$,$2.79e-08$,$2.85e-08$,$4.62e-13$
,Inf1,PM,AB,$4.38e-02$,$1.67e+00$,$2.17e+04$,$\cellcolor{green}9.8e-10$,$1.12e-09$,$3.99e-14$
,Inf2,PM,AB,$4.38e-02$,$1.67e+00$,$2.17e+04$,$9.8e-10$,$\cellcolor{green}1.12e-09$,$3.99e-14$
,$\Pi |x|$,PM,AB,$4.38e-02$,$1.67e+00$,$2.17e+04$,$9.8e-10$,$1.12e-09$,$\cellcolor{green}3.99e-14$
