,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,1.6741536851955345,21675.156,9.79938535644511e-10,1.1222518451918025e-09,3.9906783011884286e-14
REBF,1.9003024263933272,21602.30500006676,1.1874664359472236e-05,1.290060826603448e-05,6.288605443213007e-06
Meta,2.5510719129902864,228.158255,2.789500148738292e-08,2.8458488634309195e-08,4.620586540836801e-13
