,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,2.6065687369191437,18464.172,3.943453535659994e-08,3.9716848197055964e-08,7.537902646462519e-11
REBF,2.5508268085243184,21603.87999987602,1.447560387946845e-06,3.6337291283205023e-06,2.8986913162062195e-07
Meta,4.56750718709208,175.2326022,4.5437839413805444e-08,4.5332141363591335e-08,1.6486104804900866e-12
