,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,10.849286014893039,21651.484,1.1445059352637506e-06,1.1301653249646348e-06,3.038427334819655e-07
REBF,13.339190060195435,21605.16100001335,0.0004146569710971198,0.18207788373186556,21.75870957868501
Meta,14.655996812571502,201.167836,2.354596007891896e-07,1.38926501051036e-07,9.644404283477713e-11
