,CB,SOC0,ZB,PB,SOC
0,11.944625,0.05831024719983521,1,-10.99788076503486,0.9790491281045166
1,0.0,0.0,107,5.815625627970302,0.4921669053510324
2,0.0,0.0,105,5.319959220795601,0.04678170759667587
3,0.0,0.0,1,-11.38583527862983,1.0
4,0.0,0.0,104,3.939048031966987,0.6702242327808324
5,0.0,0.0,106,2.868796865702348,0.4300495234798024
6,0.0,0.0,106,2.34200812747413,0.2339773902724767
7,0.0,0.0,107,2.794772332315461,0.0
8,0.0,0.0,1,-8.827380932915728,0.7390253545595347
9,0.0,0.0,95,3.554551572186332,0.4414394917360396
10,0.0,0.0,92,3.991836572663121,0.1072442756582835
11,0.0,0.0,1,-5.817104445894374,0.5942503045512926
12,0.0,0.0,80,3.519462979193254,0.2996020469387649
13,0.0,0.0,1,-4.570340464123007,0.6822294143556423
14,0.0,0.0,78,4.052458588328165,0.3429589435034323
15,0.0,0.0,1,-4.762841860274094,0.7417024631001226
16,0.0,0.0,78,4.933249534963594,0.3286924702579676
17,0.0,0.0,1,-5.651627534864178,0.8018448277816795
18,0.0,0.0,86,6.077298301025203,0.2930554567967021
19,0.0,0.0,1,-7.044321388296308,0.8828036756002269
20,0.0,0.0,85,7.671944503461789,0.2405110605595108
21,0.0,0.0,1,-8.870476212736335,0.9831443474353541
22,0.0,0.0,104,5.29666658620448,0.5397092012195572
23,0.0,0.0,104,5.750130038517939,0.05831024719983521
