,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,4.997071545368499,28051.954,4.5623091590281905e-08,3.38931122118966e-08,2.1675785584833345e-10
REBF,6.73506880373498,21602.78800010681,3.446996639033564e-06,3.569189543702056e-06,1.7900382548643794e-06
Meta,7.3794256033372285,244.0950597,1.8738872311389032e-07,8.492204271972768e-08,2.8664570079244923e-11
