,dv,dph,dpg,dqg,dpl,dql
PM,1.0413028067984218e-18,1.4118465684322732e-20,5.196747894956403e-19,1.9902587940849191e-19,1.3996024978061507e-15,2.7555060230058765e-16
RM,1.3198303351137167e-18,5.764847285799084e-20,6.791729189489359e-19,2.6215607727065664e-19,1.449528193743146e-15,5.966890781249506e-16
RRM,1.574620966268722e-19,1.6440922728068744e-20,8.49329685916553e-20,4.361156076498724e-20,6.4014718332125555e-18,3.655273200588363e-18
PBIM,1.0404304043596448e-18,1.4149876055463034e-20,5.193271387187567e-19,1.9905719574322145e-19,1.3995821624203658e-15,2.7550864386750686e-16
RBIM,1.318600841451336e-18,5.767253911423948e-20,6.789389389992104e-19,2.617632569271327e-19,1.4495593378236432e-15,5.965298746334476e-16
RRBIM,2.403891562469817e-13,7.375459163985995e-15,8.294690955394749e-12,2.400945416984999e-12,8.31036772770849e-12,2.4070452316724455e-12
BF,1.213699985845562e-13,0.0017037217580658406,2.5331619354706443e-16,1.2958854883260154e-16,1.1635815137964295e-14,9.260546654988189e-15
RERCM,2.3579980077964082e-11,1.234352031354207e-13,2.0655079230645247e-09,9.8181606196679e-10,3.119202038151383e-09,1.3475819842038807e-09
RERRM,2.0205299757406106e-12,0.001703729831862459,1.0585382018205808e-10,1.6092091610252204e-10,1.6713084382845972e-10,1.9757323751871113e-10
RERCBIM,7.230321424060298e-13,1.5809523949596264e-13,8.786408752775216e-11,3.971811631722126e-12,3.4850242667966864e-10,3.9543443303633595e-12
RERRBIM,1.610205403576044e-11,7.477907543389326e-14,5.253381482968084e-10,2.928507917563106e-10,2.4033764147656877e-09,1.0536199388272515e-09
REBF,1.3111537219491967e-15,0.0017037220941696594,1.0613324506598938e-13,7.237777390072502e-14,1.0741681531754099e-13,7.320319250795979e-14
MAT,0.0,0.0,0.0,0.0,0.0,0.0
