,CB,SOC0,ZB,PB,SOC
0,3.715,0.0623254712811548,1,-3.483460946008314,1.0
1,0.0,0.0,13,1.021681319958578,0.7249848525660715
2,0.0,0.0,14,1.005358072267982,0.4543635706733771
3,0.0,0.0,14,0.9360658308100411,0.2023943051376645
4,0.0,0.0,14,0.7518948881346437,0.0
5,0.0,0.0,1,-3.639088464171943,0.9795661886407775
6,0.0,0.0,9,1.089139270750132,0.6863927674087154
7,0.0,0.0,33,0.6273318687696592,0.517528201457996
8,0.0,0.0,12,0.5846510237266501,0.3601524227527466
9,0.0,0.0,15,0.265770115194538,0.2886126885558906
10,0.0,0.0,25,0.4023665322118241,0.1803040672382739
11,0.0,0.0,16,-0.02594294006829756,0.1872873619379524
12,0.0,0.0,24,0.5171088505663832,0.04809251795302176
13,0.0,0.0,1,-0.8664818682793508,0.2813312419447171
14,0.0,0.0,24,0.7911832724674457,0.0683613187767605
15,0.0,0.0,1,-3.461037772297133,1.0
16,0.0,0.0,15,0.2121510883359823,0.9428933918661512
17,0.0,0.0,14,0.4932457136808983,0.8101220032371441
18,0.0,0.0,11,0.8027594012076585,0.5940360292953929
19,0.0,0.0,11,0.8519537278588539,0.3647079756335658
20,0.0,0.0,15,0.6842584777554199,0.1805199619257927
21,0.0,0.0,15,0.6706317022501264,0.0
22,0.0,0.0,1,-2.98556147179261,0.8036504454876324
23,0.0,0.0,6,2.754022306670832,0.06232547128115479
