,CB,SOC0,ZB,PB,SOC
0,1.270701923076923,5.316031014582519e-09,22,1.776772726910194e-08,0.0
1,0.0,0.0,1,-0.9072153566888648,0.6169906425955778
2,0.0,0.0,23,0.4352351412913941,0.2332203963958601
3,0.0,0.0,1,-0.7057499395535959,0.7269247010466032
4,0.0,0.0,23,0.3721949533940945,0.4057397349780797
5,0.0,0.0,1,-0.8692818589159889,1.0
6,0.0,0.0,29,0.1551126999506408,0.8738167605449739
7,0.0,0.0,31,0.2412576084675829,0.6733466333578058
8,0.0,0.0,28,0.223887766260833,0.4881403792793496
9,0.0,0.0,28,0.1995356094169252,0.3240825326802909
10,0.0,0.0,23,0.1947095630514227,0.1641823371763943
11,0.0,0.0,23,0.1996799284800322,0.0
12,0.0,0.0,1,-0.7168590886423032,0.5006724763207958
13,0.0,0.0,1,-0.7147123068730825,1.0
14,0.0,0.0,24,0.01519947309811743,0.9880024367284751
15,0.0,0.0,28,0.006791203806289207,0.9826508164945668
16,0.0,0.0,28,0.03000226237910101,0.9588981425969946
17,0.0,0.0,7,-0.05276493863248952,1.0
18,0.0,0.0,32,0.05765778481530429,0.9540921795700219
19,0.0,0.0,31,0.1988389748146893,0.7906351555020952
20,0.0,0.0,29,0.2915761251863793,0.5450336977754084
21,0.0,0.0,29,0.308980564340085,0.283479761951457
22,0.0,0.0,29,0.2511124936853832,0.07428024320866941
23,0.0,0.0,31,0.09260143291495992,5.316031012529311e-09
