,$x$,F,I/S,Gap,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
\multirow{5}{*}{SA},$P_{loss}$,PM,AB,$0.e+00$,$\cellcolor{green}4.13e-02$,$9.87e+03$,$7.68e-10$,$5.97e-10$,$1.87e-16$
,$t[s]$,Meta,GWO_PAR,*,$6.20e-02$,$\cellcolor{green}1.79e+02$,$3.00e-07$,$2.97e-07$,$9.94e-13$
,Inf1,PM,AB,$0.e+00$,$4.13e-02$,$9.87e+03$,$\cellcolor{green}7.68e-10$,$5.97e-10$,$1.87e-16$
,Inf2,PM,AB,$0.e+00$,$4.13e-02$,$9.87e+03$,$7.68e-10$,$\cellcolor{green}5.97e-10$,$1.87e-16$
,$\Pi |x|$,PM,AB,$0.e+00$,$4.13e-02$,$9.87e+03$,$7.68e-10$,$5.97e-10$,$\cellcolor{green}1.87e-16$
