,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,2.7095522961155893,21643.781,1.0284682789381185e-09,1.3355822748812505e-09,8.055494704805897e-14
REBF,2.580828795233909,21603.46700000763,7.345614545164616e-07,3.082747729327845e-06,1.2625505383248253e-07
Meta,3.8548575729517736,135.6967884,2.0089278647263077e-08,2.0192677136212623e-08,2.1219549027963666e-13
