,CB,SOC0,ZB,PB,SOC
0,1.270701923076923,0.0,22,8.138903610761408e-09,0.0
1,0.0,0.0,2,-0.1268060357114615,0.0997921089676522
2,0.0,0.0,31,0.1268060343588449,0.0
3,0.0,0.0,1,-0.8221376596157666,0.6469948843096088
4,0.0,0.0,23,0.3721949519683445,0.3540898828865962
5,0.0,0.0,1,-0.820759245807251,1.0
6,0.0,0.0,31,0.1067648626030389,0.9159796256745092
7,0.0,0.0,28,0.222466770996952,0.7409057039815108
8,0.0,0.0,24,0.1936164527946263,0.5885360195421796
9,0.0,0.0,28,0.1610206552682895,0.4618181395412062
10,0.0,0.0,23,0.153576855215911,0.3409582816692378
11,0.0,0.0,24,0.1597067035549974,0.2152744378001792
12,0.0,0.0,24,0.1707502448345124,0.0808996956341803
13,0.0,0.0,7,0.1027993924620509,5.737411457794531e-09
14,0.0,0.0,1,-1.270701923076923,1.0
15,0.0,0.0,23,0.120218256767225,0.9053922470391549
16,0.0,0.0,5,-0.1202182617203095,1.0
17,0.0,0.0,31,5.902937106786298e-09,1.0
18,0.0,0.0,24,1.466902834431115e-07,0.999999885425225
19,0.0,0.0,31,0.2043809711431224,0.8391588844204492
20,0.0,0.0,31,0.3448887194355856,0.5677429763786523
21,0.0,0.0,28,0.3847613158063276,0.2649486661448109
22,0.0,0.0,29,0.2840801530700838,0.0413870697308984
23,0.0,0.0,32,0.05259063122280831,0.0
