,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,4.185926296920549,21604.343,3.6559006790642945e-08,3.6558660393253006e-08,1.208696607810311e-10
REBF,4.295851661970072,21602.68700003624,3.5690299390010727e-07,6.277703446178756e-06,2.0792563522015316e-07
Meta,6.056142188442511,150.8531684,1.905998782240903e-08,1.904378091506509e-08,3.316089891421322e-13
