,$x$,F,I/S,Gap,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
\multirow{5}{*}{IEEE33},$P_{loss}$,PM,AB,$8.94e-02$,$\cellcolor{green}4.19e+00$,$2.16e+04$,$3.66e-08$,$3.66e-08$,$1.21e-10$
,$t[s]$,Meta,GWO_PAR,*,$6.06e+00$,$\cellcolor{green}1.51e+02$,$1.91e-08$,$1.90e-08$,$3.32e-13$
,Inf1,Meta,GWO_PAR,*,$6.06e+00$,$1.51e+02$,$\cellcolor{green}1.91e-08$,$1.90e-08$,$3.32e-13$
,Inf2,Meta,GWO_PAR,*,$6.06e+00$,$1.51e+02$,$1.91e-08$,$\cellcolor{green}1.90e-08$,$3.32e-13$
,$\Pi |x|$,Meta,GWO_PAR,*,$6.06e+00$,$1.51e+02$,$1.91e-08$,$1.90e-08$,$\cellcolor{green}3.32e-13$
