,dv,dph,dpg,dqg,dpl,dql
PM,0.0,0.0,0.0,0.0,0.0,0.0
REBF,2.350823596612068e-05,0.0005078996559405129,3.619267874927198e-06,1.558476678693116e-06,0.09361647417224267,0.01945826465708184
Meta,0.00023697999107310082,1.060247563127371e-05,3.80820582472588e-05,1.6398346524249516e-05,1.0540826811097521,0.16473599844562828
