,CB,SOC0,ZB,PB,SOC
0,11.944625,0.1241169414360302,38,1.482530455725956,0.0
1,0.0,0.0,1,-5.898087710411656,0.4937859105793712
2,0.0,0.0,68,2.559858722052667,0.2794753988246872
3,0.0,0.0,1,-3.833028729127832,0.60037527561597
4,0.0,0.0,1,-4.773367640317345,1.0
5,0.0,0.0,85,1.25512963937667,0.8949209784552925
6,0.0,0.0,85,2.48281330844779,0.6870606828300254
7,0.0,0.0,85,3.053159796538243,0.431451170934675
8,0.0,0.0,85,2.692034559946292,0.2060749424603305
9,0.0,0.0,83,2.461488053300567,0.0
10,0.0,0.0,1,-8.50310705341964,0.711877254356706
11,0.0,0.0,62,5.058485111264911,0.2883825811704689
12,0.0,0.0,1,-8.500003318918163,1.0
13,0.0,0.0,70,3.952162540981673,0.6691262824153752
14,0.0,0.0,57,4.05296204927259,0.3298136619886406
15,0.0,0.0,68,3.939499602760053,7.944534906785041e-08
16,0.0,0.0,1,-5.983842002770296,0.5009653205444987
17,0.0,0.0,1,-5.960782287033909,1.0
18,0.0,0.0,79,0.9998829627751666,0.9162901444444806
19,0.0,0.0,119,2.081621158311208,0.7420175207743238
20,0.0,0.0,93,3.025810514982445,0.4886976815378012
21,0.0,0.0,93,3.190333089946755,0.2216040676268988
22,0.0,0.0,93,2.646977631992803,0.0
23,0.0,0.0,7,-1.482530455676965,0.1241169414360302
