,dv,dph,dpg,dqg,dpl,dql
PM,0.0,0.0,0.0,0.0,0.0,0.0
REBF,0.31939147573939225,0.30805923883487246,0.31223833189531724,0.19999446088496062,415.10815992349353,0.20005649347037907
Meta,0.6086120368550855,0.30063278588686626,0.9386866254503468,0.49993271447313126,673.3655955369568,0.49993265925663455
