,CB,SOC0,ZB,PB,SOC
0,3.715,0.3668383292981288,32,0.6825339005652242,0.1732409997525718
1,0.0,0.0,32,0.3805349307782692,0.06796097189844402
2,0.0,0.0,13,0.2481099516188369,0.0
3,0.0,0.0,1,-3.180823794068824,0.7224600084945632
4,0.0,0.0,10,0.5129201025487753,0.579052385172871
5,0.0,0.0,15,0.3904864060817633,0.4709357742326722
6,0.0,0.0,12,0.7162580637770546,0.2671625214793522
7,0.0,0.0,1,-3.142529899794887,0.9821329822700345
8,0.0,0.0,11,1.093071375416545,0.659317846126963
9,0.0,0.0,11,1.137551086093636,0.3216904694352437
10,0.0,0.0,13,0.9342620564666491,0.05034614177678413
11,0.0,0.0,1,-4.39978084531872,1.0
12,0.0,0.0,15,0.5586844225475643,0.8432059067544815
13,0.0,0.0,14,0.641677079293671,0.6618460328053712
14,0.0,0.0,14,0.7272803355697937,0.454731865794203
15,0.0,0.0,16,0.6537399757327705,0.2697690533644928
16,0.0,0.0,9,0.9293003666249648,8.429587354525175e-11
17,0.0,0.0,1,-4.685372380123991,0.9999999907458735
18,0.0,0.0,31,1.035314520509941,0.6961495211056309
19,0.0,0.0,16,0.9488113801554238,0.4201751042712689
20,0.0,0.0,9,1.374777761760474,7.520545508675463e-09
21,0.0,0.0,1,-4.685372377248282,0.9999999976802523
22,0.0,0.0,15,0.9883742898037567,0.7113516271071217
23,0.0,0.0,9,1.158037233218632,0.3668383292981288
