,dv,dph,dpg,dqg,dpl,dql
PM,0.0,0.0,0.0,0.0,0.0,0.0
RM,7.392545777164404e-09,2.1823465752694518e-09,1.236114034566845e-11,3.070261199576458e-12,1.2361029974280992e-11,3.0706667236655166e-12
RRM,1.1013040534198857e-07,3.213552915056446e-08,4.691763138687256e-10,1.0896454463997793e-10,4.691751720150911e-10,1.0896543605411546e-10
PBIM,6.4675018557155465e-24,5.648386042306807e-26,2.0928276052914958e-22,2.513612881522172e-21,2.017212636936087e-22,1.661617976294706e-21
RBIM,9.314061311294832e-11,2.7349487180136178e-11,8.957321572231972e-14,2.2091827627975267e-14,8.956683707038224e-14,2.2107984832631752e-14
RRBIM,9.027137073016381e-08,2.6468141704270717e-08,7.555224645295507e-10,1.7693885492108746e-10,7.555227503710026e-10,1.7694106993681242e-10
BF,3.178183433510026e-13,0.019656724437859877,2.1673614746176393e-14,3.699170777061548e-15,2.5090274899393165e-14,3.8528887515810736e-12
RERCM,7.038186335084686e-05,1.1911753166676627e-05,0.0022856577716890295,0.03000631465017615,0.01965619050940073,3.3588173117406703
RERRM,0.6091607116966125,3.387800147338533,5.248181016961132,0.05725255256536803,0.015145032539756915,0.057252552583100476
RERCBIM,1.756671024219867e-07,6.1234958728877795e-09,0.00022361401350799517,0.00046677442840845014,0.0002104594033559659,0.00022110670039863576
RERRBIM,5.009824043803301e-07,1.5411840900641614e-08,0.00013625548717440084,0.0005316668949226852,0.0010831852772295646,0.003265743093280931
REBF,1.7953245074808346e-11,0.019656469476053883,2.6094145992372624e-14,8.496330917382807e-15,2.606766412179414e-14,8.500753129473025e-15
Meta-GA,3.919870534095078e-07,1.1716270724531748e-07,6.364601914316247e-09,1.5812761278582485e-09,6.3630153850080475e-09,1.580945288068976e-09
Meta-GWO,6.438921597282818e-06,1.6893256667597333e-06,1.3586025108271287e-06,3.1677144982449897e-07,1.358577912107873e-06,3.167667172786901e-07
Meta-PSO,3.2101337766660475e-06,8.805043403432214e-07,1.5726077051414459e-07,3.23749388047855e-08,1.438829054855137e-07,3.2374960549256666e-08
Meta-WOA,9.592765917863663e-06,1.4571428657192578e-06,6.422933067654286e-06,1.1506990275547698e-06,6.422988818423603e-06,1.150699166483928e-06
