,$P_{loss}$,$t[s]$,Inf1,Inf2,$\Pi |x|$
PM,1.6266002650958313,21622.703,1.0509037746668655e-09,1.1054889764309306e-09,4.0860924642910713e-14
REBF,1.5284123787451138,21602.7539999485,2.2948228992146084e-08,2.188851614769345e-06,1.6584988038764232e-09
Meta,2.4360520132382444,141.2772448,2.9751254210799933e-08,3.0532354087495306e-08,3.1262545921120174e-13
