,dv,dph,dpg,dqg,dpl,dql
PM,2.5316795607928413e-15,2.7596840316417372e-17,4.363935498536964e-16,1.4243355362104982e-16,4.844581842306902e-11,3.0637939080991725e-11
RM,3.604257054910642e-15,3.35007798541064e-16,6.246631808630075e-16,2.1828920585810237e-16,1.1750447134528203e-10,3.2010142952508575e-11
RRM,2.404091510962339e-24,2.196129363094875e-25,7.018099624581697e-23,2.0134112464729134e-23,2.647160362560346e-22,2.017212636936087e-22
PBIM,2.531638453865995e-15,2.7599883173423682e-17,4.376935850397369e-16,1.4277881817893273e-16,4.844625820472167e-11,3.063812300633209e-11
RBIM,3.6041866623630065e-15,3.3502775824535395e-16,6.25235862104015e-16,2.181643939399058e-16,1.1750464777492674e-10,3.201058865962661e-11
RRBIM,1.5617235952785614e-15,5.800628247659649e-18,8.372368094925823e-14,4.5089150480926097e-13,8.392669028797682e-14,4.515761001713511e-13
BF,7.323468648613033e-13,0.010312993063365762,9.138035777852919e-15,2.341170888268555e-15,4.193503569299386e-12,7.696462080377952e-13
RERCM,0.0026391370974640227,0.0002547196954830776,1.1857583177827158,2.8241703264143254,10.134298639468367,4.759164535157217
RERRM,0.01817581241147762,0.009191456355426923,11.96727763670667,41.31193158413923,13.469090123709078,160.1878651387627
RERCBIM,2.9450352732036105e-10,1.013950135712138e-12,2.788403303244096e-07,1.1072863235902962e-07,3.435345651961467e-07,9.56908444864599e-07
RERRBIM,2.9450352732036105e-10,1.013950135712138e-12,2.788403095017933e-07,1.107286236742255e-07,3.435345651961467e-07,9.56908444864599e-07
REBF,8.460087454165739e-11,0.01031296446097969,2.1867076172580782e-13,4.5581981702598583e-14,3.009832866766187e-14,7.289722553195945e-15
MAT,0.0,0.0,0.0,0.0,0.0,0.0
